tokens,upos,deprel,head_tags,deprel_tags,upos_tags
"['Em', 'esse', 'contexto', ',', 'afirma', 'Denise', 'Dantas', ',', 'professora', 'de', 'a', 'USP', ',', '""', 'as', 'embalagens', 'precisam', 'indicar', 'logo', 'de', 'cara', 'que', 'tipo', 'de', 'produto', 'carregam', '""', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'PUNCT']","['case', 'det', 'obl', 'punct', 'parataxis', 'nsubj', 'flat:name', 'punct', 'appos', 'case', 'det', 'nmod', 'punct', 'punct', 'det', 'nsubj', 'root', 'xcomp', 'advmod', 'case', 'obl', 'det', 'obj', 'case', 'nmod', 'ccomp', 'punct', 'punct']","[3, 3, 17, 3, 17, 5, 6, 9, 6, 12, 12, 9, 9, 17, 16, 17, 0, 17, 21, 21, 18, 23, 26, 25, 23, 18, 17, 17]","[8, 0, 9, 5, 22, 1, 15, 5, 25, 8, 0, 13, 5, 5, 0, 1, 2, 4, 14, 8, 9, 0, 3, 8, 13, 16, 5, 5]","[5, 0, 1, 3, 2, 9, 9, 3, 1, 5, 0, 9, 3, 3, 0, 1, 2, 2, 8, 5, 1, 0, 1, 5, 1, 2, 3, 3]"
"['Talvez', 'venha', 'de', 'aí', 'sua', 'simpatia', 'por', 'o', 'Michel', 'Temer', '.']","['ADV', 'VERB', 'ADP', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['advmod', 'root', 'case', 'obl', 'det', 'nsubj', 'case', 'det', 'nmod', 'flat:name', 'punct']","[2, 0, 4, 2, 6, 2, 9, 9, 6, 9, 2]","[14, 2, 8, 9, 0, 1, 8, 0, 13, 15, 5]","[8, 2, 5, 8, 0, 1, 5, 0, 9, 9, 3]"
"['A', 'história', 'pessoal', 'de', 'Korolev', 'é', 'bem', 'representativa', 'de', 'o', 'horror', 'totalitário', 'soviético', '.']","['DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['det', 'nsubj', 'amod', 'case', 'nmod', 'cop', 'advmod', 'root', 'case', 'det', 'obl', 'amod', 'amod', 'punct']","[2, 8, 2, 5, 2, 8, 8, 0, 11, 11, 8, 11, 11, 8]","[0, 1, 10, 8, 13, 17, 14, 2, 8, 0, 9, 10, 10, 5]","[0, 1, 6, 5, 9, 10, 8, 6, 5, 0, 1, 6, 6, 3]"
"['O', 'crime', 'aconteceu', 'em', 'a', 'noite', 'de', 'o', 'último', 'sábado', '(', '7', ')', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","['det', 'nsubj', 'root', 'case', 'det', 'obl', 'case', 'det', 'amod', 'nmod', 'punct', 'appos', 'punct', 'punct']","[2, 3, 0, 6, 6, 3, 10, 10, 10, 6, 12, 10, 12, 3]","[0, 1, 2, 8, 0, 9, 8, 0, 10, 13, 5, 25, 5, 5]","[0, 1, 2, 5, 0, 1, 5, 0, 6, 1, 3, 11, 3, 3]"
"['Dois', 'dias', 'depois', ',', 'foi', 'preso', 'de', 'novo', ',', 'acusado', 'de', 'esfregar', 'o', 'pênis', 'em', 'uma', 'mulher', 'também', 'em', 'ônibus', 'em', 'a', 'Paulista', '.']","['NUM', 'NOUN', 'ADV', 'PUNCT', 'AUX', 'VERB', 'ADP', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['nummod', 'obl', 'advmod', 'punct', 'aux:pass', 'root', 'advmod', 'fixed', 'punct', 'advcl', 'mark', 'xcomp', 'det', 'obj', 'case', 'det', 'obl', 'advmod', 'case', 'obl', 'case', 'det', 'nmod', 'punct']","[2, 3, 6, 3, 6, 0, 6, 7, 10, 6, 12, 10, 14, 12, 17, 17, 12, 20, 20, 12, 23, 23, 20, 6]","[19, 9, 14, 5, 24, 2, 14, 26, 5, 7, 6, 4, 0, 3, 8, 0, 9, 14, 8, 9, 8, 0, 13, 5]","[11, 1, 8, 3, 10, 2, 5, 6, 3, 2, 5, 2, 0, 1, 5, 0, 1, 8, 5, 1, 5, 0, 9, 3]"
"['Não', 'há', 'sociedade', 'que', 'não', 'se', 'constitua', 'como', 'um', 'sistema', 'de', 'gestão', 'de', 'o', 'sofrimento', '.']","['ADV', 'VERB', 'NOUN', 'PRON', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['advmod', 'root', 'obj', 'nsubj', 'advmod', 'expl', 'acl:relcl', 'case', 'det', 'obl', 'case', 'nmod', 'case', 'det', 'nmod', 'punct']","[2, 0, 2, 7, 7, 7, 3, 10, 10, 7, 12, 10, 15, 15, 12, 2]","[14, 2, 3, 1, 14, 32, 20, 8, 0, 9, 8, 13, 8, 0, 13, 5]","[8, 2, 1, 12, 8, 12, 2, 5, 0, 1, 5, 1, 5, 0, 1, 3]"
"['Embora', 'não', 'tenha', 'vencido', 'em', 'a', 'categoria', 'melhor', 'programa', 'de', 'competição', '(', 'o', 'troféu', 'foi', 'para', '""', 'The', 'Voice', '""', ')', ',', 'a', 'drag', 'RuPaul', 'foi', 'homenageada', 'em', 'quadro', 'rápido', '.']","['SCONJ', 'ADV', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'DET', 'X', 'PROPN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['mark', 'advmod', 'aux', 'advcl', 'case', 'det', 'obl', 'amod', 'nmod', 'case', 'nmod', 'punct', 'det', 'nsubj', 'parataxis', 'case', 'punct', 'obl', 'flat:name', 'punct', 'punct', 'punct', 'det', 'nsubj:pass', 'nmod', 'aux:pass', 'root', 'case', 'obl', 'amod', 'punct']","[4, 4, 4, 27, 7, 7, 4, 9, 7, 11, 9, 15, 14, 15, 4, 18, 18, 15, 18, 18, 15, 4, 24, 27, 24, 27, 0, 29, 27, 29, 27]","[6, 14, 28, 7, 8, 0, 9, 10, 13, 8, 13, 5, 0, 1, 22, 8, 5, 9, 15, 5, 5, 5, 0, 27, 13, 24, 2, 8, 9, 10, 5]","[4, 8, 10, 2, 5, 0, 1, 6, 1, 5, 1, 3, 0, 1, 2, 5, 3, 9, 9, 3, 3, 3, 0, 14, 9, 10, 2, 5, 1, 6, 3]"
"['Segundo', 'as', 'autoridades', 'californianas', ',', 'a', 'o', 'menos', '14', 'focos', 'de', 'incêndio', 'concentrados', 'em', 'uma', 'faixa', 'de', '300', 'km', 'de', 'extensão', 'estão', 'sob', 'combate', 'em', 'a', 'região', '.']","['ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'AUX', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['case', 'det', 'nmod', 'amod', 'punct', 'advmod', 'fixed', 'fixed', 'nummod', 'nsubj', 'case', 'nmod', 'amod', 'case', 'det', 'obl', 'case', 'nummod', 'nmod', 'case', 'nmod', 'cop', 'case', 'root', 'case', 'det', 'nmod', 'punct']","[3, 3, 24, 3, 3, 9, 6, 6, 10, 24, 12, 10, 10, 16, 16, 13, 19, 19, 16, 21, 19, 24, 24, 0, 27, 27, 24, 24]","[8, 0, 13, 10, 5, 14, 26, 26, 19, 1, 8, 13, 10, 8, 0, 9, 8, 19, 13, 8, 13, 17, 8, 2, 8, 0, 13, 5]","[5, 0, 1, 6, 3, 5, 0, 1, 11, 1, 5, 1, 6, 5, 0, 1, 5, 11, 1, 5, 1, 10, 5, 1, 5, 0, 1, 3]"
"['Muitas', 'pessoas', 'que', 'chegaram', 'tinham', 'necessidades', 'médicas', 'graves', ',', 'como', 'lesões', 'causadas', 'por', 'violência', ',', 'ferimentos', 'infeccionados', 'e', 'complicações', 'obstétricas', 'avançadas', '.']","['ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['amod', 'nsubj', 'nsubj', 'acl:relcl', 'root', 'obj', 'amod', 'amod', 'punct', 'case', 'nmod', 'acl', 'case', 'obl:agent', 'punct', 'conj', 'amod', 'cc', 'conj', 'amod', 'amod', 'punct']","[2, 5, 4, 2, 0, 5, 6, 6, 11, 11, 6, 11, 14, 12, 16, 11, 16, 19, 11, 19, 19, 5]","[10, 1, 1, 20, 2, 3, 10, 10, 5, 8, 13, 18, 8, 30, 5, 11, 10, 12, 11, 10, 10, 5]","[6, 1, 12, 2, 2, 1, 6, 6, 3, 5, 1, 2, 5, 1, 3, 1, 6, 7, 1, 6, 6, 3]"
"['O', 'livro', 'foi', 'apresentado', 'em', 'Paris', 'em', 'esta', 'quinta-feira', '(', '7', ')', ',', '70', 'anos', 'após', 'a', 'publicação', 'de', 'o', 'original', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['det', 'nsubj:pass', 'aux:pass', 'root', 'case', 'obl', 'case', 'det', 'obl', 'punct', 'appos', 'punct', 'punct', 'nummod', 'obl', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'punct']","[2, 4, 4, 0, 6, 4, 9, 9, 4, 11, 9, 11, 15, 15, 4, 18, 18, 15, 21, 21, 18, 4]","[0, 27, 24, 2, 8, 9, 8, 0, 9, 5, 25, 5, 5, 19, 9, 8, 0, 13, 8, 0, 13, 5]","[0, 1, 10, 2, 5, 9, 5, 0, 1, 3, 11, 3, 3, 11, 1, 5, 0, 1, 5, 0, 1, 3]"
"['O', 'chefe', 'logo', 'perguntou', 'a', 'a', 'ex-bailarina', 'se', 'não', 'preferia', 'uma', 'vaga', 'em', 'marketing', '.']","['DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'SCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['det', 'nsubj', 'advmod', 'root', 'case', 'det', 'obl', 'mark', 'advmod', 'ccomp', 'det', 'obj', 'case', 'nmod', 'punct']","[2, 4, 4, 0, 7, 7, 4, 10, 10, 4, 12, 10, 14, 12, 4]","[0, 1, 14, 2, 8, 0, 9, 6, 14, 16, 0, 3, 8, 13, 5]","[0, 1, 8, 2, 5, 0, 1, 4, 8, 2, 0, 1, 5, 1, 3]"
"['Mas', ',', 'se', 'a', 'gente', 'não', 'sentar', 'todos', 'de', 'o', 'mesmo', 'lado', ',', 'será', 'um', 'problema', '.']","['CCONJ', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'PRON', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'AUX', 'DET', 'NOUN', 'PUNCT']","['cc', 'punct', 'mark', 'det', 'nsubj', 'advmod', 'advcl', 'dislocated', 'case', 'det', 'det', 'obl', 'punct', 'cop', 'det', 'root', 'punct']","[16, 7, 7, 5, 7, 7, 16, 7, 12, 12, 12, 7, 7, 16, 16, 0, 16]","[12, 5, 6, 0, 1, 14, 7, 35, 8, 0, 0, 9, 5, 17, 0, 2, 5]","[7, 3, 4, 0, 1, 8, 2, 12, 5, 0, 0, 1, 3, 10, 0, 1, 3]"
"['Não', 'vamos', 'permitir', 'que', 'entrem', 'em', 'nosso', 'país', 'aqueles', 'que', 'não', 'pudermos', 'avaliar', 'de', 'forma', 'segura', '.']","['ADV', 'AUX', 'VERB', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'PRON', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['advmod', 'aux', 'root', 'mark', 'ccomp', 'case', 'det', 'obl', 'nsubj', 'obj', 'advmod', 'acl:relcl', 'xcomp', 'case', 'obl', 'amod', 'punct']","[3, 3, 0, 5, 3, 8, 8, 5, 5, 12, 12, 9, 12, 15, 13, 15, 3]","[14, 28, 2, 6, 16, 8, 0, 9, 1, 3, 14, 20, 4, 8, 9, 10, 5]","[8, 10, 2, 4, 2, 5, 0, 1, 12, 12, 8, 2, 2, 5, 1, 6, 3]"
"['Por', 'isso', ',', 'guardava', 'galões', 'de', 'álcool', '.']","['ADP', 'PRON', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['case', 'obl', 'punct', 'root', 'obj', 'case', 'nmod', 'punct']","[2, 4, 2, 0, 4, 7, 5, 4]","[8, 9, 5, 2, 3, 8, 13, 5]","[5, 12, 3, 2, 1, 5, 1, 3]"
"['Em', 'o', 'campo', 'de', 'a', 'política', 'externa', ',', 'onde', 'Trump', 'tem', 'mais', 'margem', 'de', 'manobra', ',', 'a', 'sua', 'personalidade', 'bufônica', 'tem', 'ofuscado', 'a', 'atuação', 'de', 'o', 'secretário', 'de', 'Estado', ',', 'Rex', 'Tillerson', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'DET', 'NOUN', 'ADJ', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']","['case', 'det', 'obl', 'case', 'det', 'nmod', 'amod', 'punct', 'advmod', 'nsubj', 'acl:relcl', 'det', 'obj', 'case', 'nmod', 'punct', 'det', 'det', 'nsubj', 'amod', 'aux', 'root', 'det', 'obj', 'case', 'det', 'nmod', 'case', 'nmod', 'punct', 'appos', 'flat:name', 'punct']","[3, 3, 22, 6, 6, 3, 6, 11, 11, 11, 3, 13, 11, 15, 13, 11, 19, 19, 22, 19, 22, 0, 24, 22, 27, 27, 24, 29, 27, 31, 27, 31, 22]","[8, 0, 9, 8, 0, 13, 10, 5, 14, 1, 20, 0, 3, 8, 13, 5, 0, 0, 1, 10, 28, 2, 0, 3, 8, 0, 13, 8, 13, 5, 25, 15, 5]","[5, 0, 1, 5, 0, 1, 6, 3, 8, 9, 2, 0, 1, 5, 1, 3, 0, 0, 1, 6, 10, 2, 0, 1, 5, 0, 1, 5, 9, 3, 9, 9, 3]"
"['O', 'próprio', 'feriado', 'encerrado', 'em', 'a', 'última', 'segunda-feira', '(', '4', ')', 'coroou', 'esse', 'declínio', '.']","['DET', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']","['det', 'det', 'nsubj', 'amod', 'case', 'det', 'amod', 'obl', 'punct', 'appos', 'punct', 'root', 'det', 'obj', 'punct']","[3, 3, 12, 3, 8, 8, 8, 4, 10, 8, 10, 0, 14, 12, 12]","[0, 0, 1, 10, 8, 0, 10, 9, 5, 25, 5, 2, 0, 3, 5]","[0, 0, 1, 6, 5, 0, 6, 1, 3, 11, 3, 2, 0, 1, 3]"
"['Em', 'quadra', ',', 'o', 'que', 'mais', 'impressiona', 'os', 'olheiros', 'é', 'sua', 'inteligência', ',', 'muito', 'avançada', 'para', 'a', 'idade', '.']","['ADP', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","['case', 'nmod', 'punct', 'nsubj', 'nsubj', 'advmod', 'acl:relcl', 'det', 'obj', 'cop', 'det', 'root', 'punct', 'advmod', 'amod', 'case', 'det', 'obl', 'punct']","[2, 12, 2, 12, 7, 7, 4, 9, 7, 12, 12, 0, 15, 15, 12, 18, 18, 15, 12]","[8, 13, 5, 1, 1, 14, 20, 0, 3, 17, 0, 2, 5, 14, 10, 8, 0, 9, 5]","[5, 1, 3, 12, 12, 8, 2, 0, 1, 10, 0, 1, 3, 8, 6, 5, 0, 1, 3]"
"['Em', 'novembro', ',', 'Kéfera', 'estreia', 'um', 'novo', 'longa', ',', '""', 'Gosto', 'se', 'Discute', '""', '.']","['ADP', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PRON', 'PROPN', 'PUNCT', 'PUNCT']","['case', 'obl', 'punct', 'nsubj', 'root', 'det', 'amod', 'obj', 'punct', 'punct', 'appos', 'expl:impers', 'flat:name', 'punct', 'punct']","[2, 5, 2, 5, 0, 8, 8, 5, 11, 11, 8, 13, 11, 11, 5]","[8, 9, 5, 1, 2, 0, 10, 3, 5, 5, 25, 31, 15, 5, 5]","[5, 1, 3, 9, 2, 0, 6, 1, 3, 3, 9, 12, 9, 3, 3]"
"['Fato', 'que', 'dava', 'a', 'a', 'Espanha', 'ainda', 'a', 'esperança', 'de', 'poder', 'cooptar', 'lo', ',', 'tal', 'como', 'fizeram', 'com', 'o', 'pivô', 'congolês', 'Serge', 'Ibaka', 'e', 'o', 'ala-pivô', 'montenegrino', 'Nikola', 'Mirotic', '.']","['NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'PROPN', 'ADV', 'DET', 'NOUN', 'ADP', 'VERB', 'VERB', 'PRON', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['root', 'nsubj', 'acl:relcl', 'case', 'det', 'obl', 'advmod', 'det', 'obj', 'mark', 'acl', 'xcomp', 'obj', 'punct', 'mark', 'fixed', 'advcl', 'case', 'det', 'obl', 'amod', 'nmod', 'flat:name', 'cc', 'det', 'conj', 'amod', 'nmod', 'flat:name', 'punct']","[0, 3, 1, 6, 6, 3, 3, 9, 3, 11, 9, 11, 12, 17, 17, 15, 12, 20, 20, 17, 20, 20, 22, 26, 26, 20, 26, 26, 28, 1]","[2, 1, 20, 8, 0, 9, 14, 0, 3, 6, 18, 4, 3, 5, 6, 26, 7, 8, 0, 9, 10, 13, 15, 12, 0, 11, 10, 13, 15, 5]","[1, 12, 2, 5, 0, 9, 8, 0, 1, 5, 2, 2, 12, 3, 12, 8, 2, 5, 0, 1, 6, 9, 9, 7, 0, 1, 6, 9, 9, 3]"
"['Até', 'chegar', 'a', 'esse', 'número', ',', 'foram', 'avaliadas', '17', 'mil', 'interessadas', '.']","['ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'NUM', 'NUM', 'NOUN', 'PUNCT']","['mark', 'advcl', 'case', 'det', 'obl', 'punct', 'aux:pass', 'root', 'nummod', 'flat', 'nsubj:pass', 'punct']","[2, 8, 5, 5, 2, 2, 8, 0, 11, 9, 8, 8]","[6, 7, 8, 0, 9, 5, 24, 2, 19, 36, 27, 5]","[5, 2, 5, 0, 1, 3, 10, 2, 11, 11, 1, 3]"
"['O', 'gerente', 'de', 'operações', 'Eduardo', 'Oliveira', ',', '35', ',', 'não', 'seguiu', 'essa', 'recomendação', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']","['det', 'nsubj', 'case', 'nmod', 'nmod', 'flat:name', 'punct', 'parataxis', 'punct', 'advmod', 'root', 'det', 'obj', 'punct']","[2, 11, 4, 2, 2, 5, 8, 2, 8, 11, 0, 13, 11, 11]","[0, 1, 8, 13, 13, 15, 5, 22, 5, 14, 2, 0, 3, 5]","[0, 1, 5, 1, 9, 9, 3, 11, 3, 8, 2, 0, 1, 3]"
"['Mas', 'tem', 'que', 'cuidar', 'senão', 'vai', 'parar', 'em', 'o', 'pronto-socorro', 'a', 'cada', 'três', 'meses', 'por', 'descontrole', '.']","['CCONJ', 'VERB', 'ADP', 'VERB', 'CCONJ', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['cc', 'root', 'mark', 'xcomp', 'cc', 'aux', 'conj', 'case', 'det', 'obl', 'case', 'det', 'nummod', 'obl', 'case', 'obl', 'punct']","[2, 0, 4, 2, 7, 7, 2, 10, 10, 7, 14, 14, 14, 7, 16, 7, 2]","[12, 2, 6, 4, 12, 28, 11, 8, 0, 9, 8, 0, 19, 9, 8, 9, 5]","[7, 2, 5, 2, 7, 10, 2, 5, 0, 1, 5, 0, 11, 1, 5, 1, 3]"
"['Abertura', '4/10', ',', '19h', 'a', 'as', '22h', '.']","['NOUN', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['root', 'nmod', 'punct', 'nmod', 'case', 'det', 'nmod', 'punct']","[0, 1, 4, 1, 7, 7, 4, 1]","[2, 13, 5, 13, 8, 0, 13, 5]","[1, 11, 3, 1, 5, 0, 1, 3]"
"['Em', 'sua', 'delação', ',', 'Joesley', 'Batista', ',', 'de', 'a', 'JBS', ',', 'disse', 'que', 'Villela', 'teria', 'recebido', 'uma', '""', 'ajuda', 'de', 'custo', '""', 'de', 'R$', '50', 'mil', 'por', 'mês', 'para', 'vazar', 'informações', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'SCONJ', 'PROPN', 'AUX', 'VERB', 'DET', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'SYM', 'NUM', 'NUM', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']","['case', 'det', 'obl', 'punct', 'nsubj', 'flat:name', 'punct', 'case', 'det', 'nmod', 'punct', 'root', 'mark', 'nsubj', 'aux', 'ccomp', 'det', 'punct', 'obj', 'case', 'nmod', 'punct', 'case', 'nmod', 'nummod', 'flat', 'case', 'nmod', 'mark', 'advcl', 'obj', 'punct']","[3, 3, 12, 3, 12, 5, 10, 10, 10, 5, 10, 0, 16, 16, 16, 12, 19, 19, 16, 21, 19, 19, 24, 19, 24, 25, 28, 24, 30, 16, 30, 12]","[8, 0, 9, 5, 1, 15, 5, 8, 0, 13, 5, 2, 6, 1, 28, 16, 0, 5, 3, 8, 13, 5, 8, 13, 19, 36, 8, 13, 6, 7, 3, 5]","[5, 0, 1, 3, 9, 9, 3, 5, 0, 9, 3, 2, 4, 9, 10, 2, 0, 3, 1, 5, 1, 3, 5, 13, 11, 11, 5, 1, 5, 2, 1, 3]"
"['Em', 'a', 'sua', 'opinião', ',', 'o', 'que', 'motivou', 'o', 'Janot', 'em', 'a', 'Operação', 'Patmos', '?']","['ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['case', 'det', 'det', 'obl', 'punct', 'nsubj', 'fixed', 'root', 'det', 'obj', 'case', 'det', 'obl', 'flat:name', 'punct']","[4, 4, 4, 8, 4, 8, 6, 0, 10, 8, 13, 13, 8, 13, 8]","[8, 0, 0, 9, 5, 1, 26, 2, 0, 3, 8, 0, 9, 15, 5]","[5, 0, 0, 1, 3, 12, 12, 2, 0, 9, 5, 0, 9, 9, 3]"
"['Frágeis', ',', 'elas', 'têm', 'futuro', 'incerto', '.']","['ADJ', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADJ', 'PUNCT']","['advcl', 'punct', 'nsubj', 'root', 'obj', 'amod', 'punct']","[4, 1, 4, 0, 4, 5, 4]","[7, 5, 1, 2, 3, 10, 5]","[6, 3, 12, 2, 1, 6, 3]"
"['Eles', 'podem', 'ver', 'a', 'dificuldade', 'que', 'é', 'trabalhar', 'aqui', 'e', 'os', 'problemas', 'que', 'enfrentamos', '.']","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADV', 'CCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT']","['nsubj', 'root', 'xcomp', 'det', 'obj', 'nsubj', 'cop', 'acl:relcl', 'advmod', 'cc', 'det', 'conj', 'obj', 'acl:relcl', 'punct']","[2, 0, 2, 5, 3, 8, 8, 5, 8, 12, 12, 5, 14, 12, 2]","[1, 2, 4, 0, 3, 1, 17, 20, 14, 12, 0, 11, 3, 20, 5]","[12, 2, 2, 0, 1, 12, 10, 2, 8, 7, 0, 1, 12, 2, 3]"
"['A', 'empresa', 'confirmou', 'o', 'procedimento', 'e', 'afirmou', 'que', 'a', 'fila', 'virtual', 'foi', 'iniciada', 'em', 'agosto', '.']","['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['det', 'nsubj', 'root', 'det', 'obj', 'cc', 'conj', 'mark', 'det', 'nsubj:pass', 'amod', 'aux:pass', 'ccomp', 'case', 'obl', 'punct']","[2, 3, 0, 5, 3, 7, 3, 13, 10, 13, 10, 13, 7, 15, 13, 3]","[0, 1, 2, 0, 3, 12, 11, 6, 0, 27, 10, 24, 16, 8, 9, 5]","[0, 1, 2, 0, 1, 7, 2, 4, 0, 1, 6, 10, 2, 5, 1, 3]"
"['Uma', 'de', 'as', 'dificuldades', 'de', 'Mirella', ',', 'segundo', 'conta', 'a', 'diretora', ',', 'foi', 'disciplinar', 'os', 'colegas', '.']","['NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['nsubj', 'case', 'det', 'nmod', 'case', 'nmod', 'punct', 'mark', 'advcl', 'det', 'nsubj', 'punct', 'cop', 'root', 'det', 'obj', 'punct']","[14, 4, 4, 1, 6, 4, 9, 9, 14, 11, 9, 9, 14, 0, 16, 14, 14]","[1, 8, 0, 13, 8, 13, 5, 6, 7, 0, 1, 5, 17, 2, 0, 3, 5]","[11, 5, 0, 1, 5, 9, 3, 5, 2, 0, 1, 3, 10, 2, 0, 1, 3]"
